event_id,event_group,event_category,event_type,description,equipment_id,equipment_name,event_time,note
an_0df50301-31d0-4056-8551-09a25ee6afbb,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.4626224413514137).,CWC04009,Chiller 9,2021-02-21 05:44:00,
an_b51cffaf-e03f-4397-b825-ed2234e9be4b,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (10.037823677062988).,CWC04009,Chiller 9,2021-02-21 05:44:00,
an_3a97fcac-e6c4-429f-a380-f76c86783f0f,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (28853143).,CWC04009,Chiller 9,2021-02-21 05:59:00,
an_bf59a765-b713-45a7-845d-5853b0f8cb48,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (9.695158004760742).,CWC04009,Chiller 9,2021-02-21 05:59:00,
an_8a6b51d5-09b5-4b29-b37a-9edea4ab3c63,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.39385129138827324).,CWC04009,Chiller 9,2021-02-21 11:14:00,
an_511cbdf9-47c5-445c-b760-d6bf27c9e35c,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.229941789, Upper: 0.5209743417799473).",CWC04009,Chiller 9,2021-02-21 11:44:00,
an_4f989a68-af19-4880-ae85-b9dca1f245d5,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.49951548129320145).,CWC04009,Chiller 9,2021-02-21 13:29:00,
an_ca97f1a8-d4b6-46fe-898b-44c411448f8f,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.263184652, Upper: 0.48986469209194183).",CWC04009,Chiller 9,2021-02-21 17:29:00,
an_b1bfb8b8-0301-489a-ad50-bf8779e83cfd,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.22448751, Upper: 0.5344770811498165).",CWC04009,Chiller 9,2021-02-21 18:14:00,
an_0ac98bff-2efb-458a-b4ee-cc6cdd286ff0,ANOMALY,ANOMALY,KPI Cooling Load below lower bound,The monitored KPI 'Cooling Load' is lower than the lower bound (27502504).,CWC04009,Chiller 9,2021-02-21 18:44:00,
an_5160d8cf-1b97-4e92-8e9d-ec72a01a799a,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (10.364718437194824).,CWC04009,Chiller 9,2021-02-21 18:44:00,
an_a7ec1b86-3b9e-404c-b29e-a6d6ffec32b9,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (30198608).,CWC04009,Chiller 9,2021-02-21 19:29:00,
an_0cf27b71-d07d-420d-a143-6fffe7f61e2c,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.336007748, Upper: 0.42295684292912483).",CWC04009,Chiller 9,2021-02-21 19:29:00,
an_c9d92eb2-3163-4262-ade7-f6c22094c7d4,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (10.093781471252441).,CWC04009,Chiller 9,2021-02-21 19:29:00,
an_de1ed9e7-03f0-4c4b-b013-4eb87e3cd628,ANOMALY,ANOMALY,KPI Cooling Load below lower bound,The monitored KPI 'Cooling Load' is lower than the lower bound (28917790).,CWC04009,Chiller 9,2021-03-02 15:29:00,
an_ddd662b6-17d0-43cd-a0a1-80dcc16c54b8,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.39020855352282524).,CWC04009,Chiller 9,2021-03-02 15:29:00,
an_485854a0-9b93-4187-aee4-598645ef8f0e,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (10.6804781).,CWC04009,Chiller 9,2021-03-02 15:29:00,
an_18b0d350-3962-4407-83c0-841a0807e5b0,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (28680064).,CWC04009,Chiller 9,2021-03-02 15:44:00,
an_5ce61272-6254-42b6-81f7-93b8c9278568,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (10.363967895507812).,CWC04009,Chiller 9,2021-03-02 15:59:00,
an_5e5f8693-b6c4-4faf-8844-7131094d3dd7,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.44936830550432205).,CWC04009,Chiller 9,2021-03-02 17:59:00,
an_2cd1f64f-e4bb-43e3-b1ef-f62c29d74053,ANOMALY,ANOMALY,KPI Cooling Load below lower bound,The monitored KPI 'Cooling Load' is lower than the lower bound (26718800.5).,CWC04009,Chiller 9,2021-03-04 08:59:00,
an_01f7e6ac-6dcb-491e-b2e4-16146b33cc53,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.34579069167375565).,CWC04009,Chiller 9,2021-03-04 08:59:00,
an_6c9665ed-ab7b-4fe0-b3d8-be4fb54037c4,ANOMALY,ANOMALY,KPI Delta Temperature below lower bound,The monitored KPI 'Delta Temperature' is lower than the lower bound (8.815164566040039).,CWC04009,Chiller 9,2021-03-04 08:59:00,
an_13bf3b69-10cd-423c-b5cf-61d42c715bf7,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (29248356).,CWC04009,Chiller 9,2021-03-04 10:59:00,
an_840d661e-03c5-49de-948f-6c52751fdde2,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (9.529745101928711).,CWC04009,Chiller 9,2021-03-04 10:59:00,
an_792f35ac-81b8-4727-9f2e-815ba84cb2ca,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.335322212, Upper: 0.44660526141524315).",CWC04009,Chiller 9,2021-03-04 12:14:00,
an_b3e5ce0c-ad04-49f2-a4e4-eba4d7a72da1,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.36376990005373955).,CWC04009,Chiller 9,2021-03-04 15:14:00,
an_5188b9f5-32a9-4c9d-9032-075be54e8a80,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.36628421768546104).,CWC04009,Chiller 9,2021-03-04 16:44:00,
an_0eaeae30-7bf0-43e8-8200-00225c21c217,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (10.737798690795898).,CWC04009,Chiller 9,2021-03-04 16:44:00,
an_37160f31-254d-498a-bb7b-16fab64e4eef,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.4790486916899681).,CWC04009,Chiller 9,2021-03-05 00:14:00,
an_d3602eac-2d3b-4f6c-be47-3bcb37904804,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.291083895, Upper: 0.5014799013733864).",CWC04009,Chiller 9,2021-03-05 00:44:00,
an_243e36e7-bf86-4d76-93a2-a0d899d78683,ANOMALY,ANOMALY,KPI Cooling Load below lower bound,The monitored KPI 'Cooling Load' is lower than the lower bound (28558102).,CWC04009,Chiller 9,2021-03-05 00:59:00,
an_ba4fb43e-cf05-4a61-bc8d-d2f515788734,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.31723272800445557).,CWC04009,Chiller 9,2021-03-05 00:59:00,
an_db156c38-bb62-4ed7-9668-ed30c0b6bd93,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (10.559986114501953).,CWC04009,Chiller 9,2021-03-05 00:59:00,
an_c0800a8a-d746-4a59-955b-0da958551c56,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.42840367183089256).,CWC04009,Chiller 9,2021-03-23 11:59:00,
an_a5b9f2b4-58ea-40d0-905f-0627287449ea,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (10.369392395019531).,CWC04009,Chiller 9,2021-03-23 11:59:00,
an_4eb6fd42-3eb5-485b-8c26-28ba643d772a,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.5529011636972427).,CWC04009,Chiller 9,2021-03-23 12:29:00,
an_eea6c3d0-a446-43f0-ab02-795d761a9058,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (31757620).,CWC04009,Chiller 9,2021-03-23 12:59:00,
an_1e3a5407-aa0e-4de5-980d-96c97a03af76,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.22284539, Upper: 0.5697184056043625).",CWC04009,Chiller 9,2021-03-23 12:59:00,
an_3d5b96f3-79a8-43d4-b8b6-b3224d420a79,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (10.38434886932373).,CWC04009,Chiller 9,2021-03-23 12:59:00,
an_9d1fec11-603f-436c-8a56-204ab950b981,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.37522197514772415).,CWC04009,Chiller 9,2021-03-23 13:29:00,
an_f5dd63fd-0ad7-4f99-8e4f-3d0c17b3d0ce,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.4871040806174278).,CWC04009,Chiller 9,2021-03-23 15:14:00,
an_a6357752-3284-4928-9160-dd9713a38703,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.6518071442842484).,CWC04009,Chiller 9,2021-03-23 15:59:00,
an_b9d6927a-f82e-421c-a523-bfc7d4edfe6e,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.40142302215099335).,CWC04009,Chiller 9,2021-03-23 20:59:00,
an_9802f9ce-28fd-4c2d-8c99-392d7fb52dd1,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (10.749076843261719).,CWC04009,Chiller 9,2021-03-23 20:59:00,
an_ebe95c98-1946-4183-bae9-ee210bd16775,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (29755792).,CWC04009,Chiller 9,2021-03-24 05:59:00,
an_86c151be-7425-402b-b376-187646d67a21,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.394702453, Upper: 0.4546596370637417).",CWC04009,Chiller 9,2021-03-24 05:59:00,
an_ac99c940-412b-4e12-8a28-e1a170527550,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (9.666676521).,CWC04009,Chiller 9,2021-03-24 05:59:00,
an_5e528cf5-8131-4e65-85b1-1854d2cd3f8a,ANOMALY,ANOMALY,KPI Cooling Load below lower bound,The monitored KPI 'Cooling Load' is lower than the lower bound (27701846).,CWC04009,Chiller 9,2021-03-24 06:14:00,
an_c089ab8d-c405-4896-b55a-98ba78dca105,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.097843237).,CWC04009,Chiller 9,2021-03-24 06:14:00,
an_086c7e9a-4266-4f6b-af28-fda9de0b875f,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (10.189584732055664).,CWC04009,Chiller 9,2021-03-24 06:14:00,
an_fadcf3aa-5987-4539-99e2-2c725eb251aa,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (29058504).,CWC04009,Chiller 9,2021-03-24 08:44:00,
an_b069eb8a-dd72-4bdf-aae5-7f08ae6e786e,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (9.456578254699707).,CWC04009,Chiller 9,2021-03-24 08:44:00,
an_9d3e156e-9af2-4773-a113-4ea3f3581f76,ANOMALY,ANOMALY,KPI Cooling Load below lower bound,The monitored KPI 'Cooling Load' is lower than the lower bound (27976002).,CWC04009,Chiller 9,2021-03-24 09:59:00,
an_a8fa1f2e-2a0c-49bd-8c75-82f5d3e28567,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.39703625440597534).,CWC04009,Chiller 9,2021-03-24 09:59:00,
an_7c5a2db1-c470-4ae5-a445-2a391ab7f6c7,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (10.276269912719727).,CWC04009,Chiller 9,2021-03-24 09:59:00,
an_3a985140-50bb-4e2c-ab56-82d8c277c5a3,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.234443448, Upper: 0.6378956660628319).",CWC04009,Chiller 9,2021-03-24 10:59:00,
an_82cd44b5-f62a-4299-8079-742868e06479,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (9.882318496704102).,CWC04009,Chiller 9,2021-03-24 10:59:00,
an_4aaa6b9e-ead1-40ab-8cf9-d4d52193cc79,ANOMALY,ANOMALY,KPI Cooling Load below lower bound,The monitored KPI 'Cooling Load' is lower than the lower bound (27700824).,CWC04009,Chiller 9,2021-03-24 12:44:00,
an_66de0bb1-d98a-4248-bca2-1d72163c02bc,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.4817689545452595).,CWC04009,Chiller 9,2021-03-24 12:44:00,
an_e03e88fb-43d9-46d9-9bd0-521633e1e6af,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (10.207324981689453).,CWC04009,Chiller 9,2021-03-24 12:44:00,
an_0dfc27df-3e35-4ec2-ad8b-3205c182869a,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.29038474, Upper: 0.605317622).",CWC04009,Chiller 9,2021-03-24 13:44:00,
an_8ed53cf4-3c65-40a8-8752-536326bd8bcd,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.37651409953832626).,CWC04009,Chiller 9,2021-03-24 13:59:00,
an_d98467f1-ad23-425b-97a4-8f634b96fbb6,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (30954140).,CWC04009,Chiller 9,2021-03-24 14:14:00,
an_bab10480-31b4-4b3f-b607-bf13c8f72133,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (10.052369117736816).,CWC04009,Chiller 9,2021-03-24 14:14:00,
an_c7a2e512-0f5f-401b-a135-dc4d1302c70c,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.44485361874103546).,CWC04009,Chiller 9,2021-03-24 15:29:00,
an_8a08bc5a-6d3a-406f-afc5-939f5d174a0c,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (31473896).,CWC04009,Chiller 9,2021-03-24 16:14:00,
an_0c84897c-9b36-416a-9cde-e3e777b30081,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (32562635).,CWC04009,Chiller 9,2021-03-24 19:59:00,
an_f05a3470-10a4-4e19-b5c7-06017d3813d4,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.174337279, Upper: 0.7578271739184856).",CWC04009,Chiller 9,2021-03-24 19:59:00,
an_11aed345-57f4-4398-b84d-dd09e17605f0,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (10.54126262664795).,CWC04009,Chiller 9,2021-03-24 19:59:00,
an_170725fd-d589-44c8-831b-10f20df43144,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (31968428.5).,CWC04009,Chiller 9,2021-03-27 09:29:00,
an_613bef7a-2bb0-45a0-bd36-fb203fd23d25,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (10.596172332763672).,CWC04009,Chiller 9,2021-03-27 09:29:00,
an_9ba21a15-f545-4cbe-8995-176c2f815423,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (32014376.5).,CWC04009,Chiller 9,2021-03-27 14:00:00,
an_67c1733e-745c-41ef-8d3f-2cc18d34f589,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (10.57638931274414).,CWC04009,Chiller 9,2021-03-27 14:00:00,
an_09c8a9f4-2088-4394-98ec-d4db0eac13ee,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.5245542861521244).,CWC04009,Chiller 9,2021-03-28 05:14:00,
an_50e3395d-df4d-4d6b-9522-ddc52ff5f012,ANOMALY,ANOMALY,KPI Cooling Load below lower bound,The monitored KPI 'Cooling Load' is lower than the lower bound (24039016).,CWC04009,Chiller 9,2021-03-28 05:29:00,
an_ac922d72-9c5f-4736-9a1c-33561668878f,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.6362951062619686).,CWC04009,Chiller 9,2021-03-28 05:29:00,
an_431afb62-0dbe-44a8-b956-a258c1e25d3c,ANOMALY,ANOMALY,KPI Delta Temperature below lower bound,The monitored KPI 'Delta Temperature' is lower than the lower bound (7.601732254).,CWC04009,Chiller 9,2021-03-28 05:29:00,
an_c50d505c-df54-4faf-9f7c-5545d00c44d5,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (25469322).,CWC04009,Chiller 9,2021-03-28 05:44:00,
an_fc081a64-1f08-4546-9515-56cfd3b13349,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (8.026493072509766).,CWC04009,Chiller 9,2021-03-28 05:44:00,
an_642e8194-4804-4ac8-989e-ac6aaa12585a,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (29123562).,CWC04009,Chiller 9,2021-03-28 06:44:00,
an_d7e32b61-f05b-435e-b7b0-0e49db8eefd2,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (9.185881614685059).,CWC04009,Chiller 9,2021-03-28 06:44:00,
an_9167d2d1-aaa7-4740-bba1-77b3df7f269d,ANOMALY,ANOMALY,KPI Cooling Load below lower bound,The monitored KPI 'Cooling Load' is lower than the lower bound (26910230).,CWC04009,Chiller 9,2021-03-28 07:14:00,
an_df821c94-8ccf-4526-b22a-32c5fd133ab0,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.4896387439221144).,CWC04009,Chiller 9,2021-03-28 07:14:00,
an_ef8c7877-718c-4801-90b7-10f8dd40514c,ANOMALY,ANOMALY,KPI Delta Temperature below lower bound,The monitored KPI 'Delta Temperature' is lower than the lower bound (8.654106140136719).,CWC04009,Chiller 9,2021-03-28 07:14:00,
an_4417814f-033c-4d92-a25e-ddf268d35930,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (28098318).,CWC04009,Chiller 9,2021-03-28 07:44:00,
an_248e19dd-e0ee-4e7e-a8f1-867936630ae5,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (8.965008735656738).,CWC04009,Chiller 9,2021-03-28 07:44:00,
an_c9ecd665-892d-43d4-831d-5f497008eda2,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (9.675947189331055).,CWC04009,Chiller 9,2021-03-28 09:59:00,
al_58eb4e31-e797-489c-a3f1-d8158b55ace6,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04009,Chiller 9,2021-03-30 14:15:00,
an_3930a476-fcfc-4e9e-9295-090906ba7f70,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (29608856).,CWC04009,Chiller 9,2021-03-31 17:59:00,
an_fb7c37ee-129d-47ab-8979-870b34c95587,ANOMALY,ANOMALY,KPI Delta Setpoint below lower bound,The monitored KPI 'Delta Setpoint' is lower than the lower bound (0.8238772302865982).,CWC04009,Chiller 9,2021-03-31 17:59:00,
